Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
-0.4767,Wed Jun 27 05:31:06 +0000 2018,0.162,0.838,0.0,"RT @nytimesarts: ""You are causing suffering and division,"" David Lynch wrote to President Trump on Facebook. https://t.co/LGrlem92wF",11,@nytimes
0.0,Wed Jun 27 01:42:04 +0000 2018,0.0,1.0,0.0,"Maryland election live results
https://t.co/um64AZYOZn",12,@nytimes
-0.296,Tue Jun 26 21:31:42 +0000 2018,0.095,0.905,0.0,Something missing here? We removed the ⚽️s from these World Cup photos. See if you can guess where they once were.… https://t.co/lQ8dqEbLFc,13,@nytimes
0.0,Tue Jun 26 18:48:04 +0000 2018,0.143,0.714,0.143,"Sonia Sotomayor in her dissent of the Supreme Court's travel ban decision, lashed out at President Trump, quoting a… https://t.co/0160x3OYQx",14,@nytimes
0.0,Tue Jun 26 15:48:07 +0000 2018,0.0,1.0,0.0,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/4Hu0vvtS2p,15,@nytimes
0.0,Tue Jun 26 12:45:06 +0000 2018,0.0,1.0,0.0,"A new version of the 1040 income tax form may be postcard-size, but smaller is not necessarily simpler https://t.co/y85VPje5ai",16,@nytimes
0.7579,Tue Jun 26 08:02:04 +0000 2018,0.0,0.764,0.236,A Sri Lankan port is one of the most vivid examples of China’s ambitious use of loans and aid to gain influence aro… https://t.co/CkktD1yVWo,17,@nytimes
-0.1779,Tue Jun 26 02:55:49 +0000 2018,0.078,0.922,0.0,"RT @jmartNYT: For two years, Democrats have wrestled with how to confront Trump and his norm-breaking behavior.

But now progressive activi…",18,@nytimes
-0.5994,Mon Jun 25 22:17:05 +0000 2018,0.163,0.837,0.0,"RT @AnaSwanson: Dispatch from Wisconsin, where I ate all the cheese. Trump’s trade war shuts cheesemakers out of foreign markets via @NYTim…",19,@nytimes
0.3818,Mon Jun 25 19:03:34 +0000 2018,0.0,0.874,0.126,"We focused on one street where entire buildings were leveled by conventional bombs. Then, we identified a single ap… https://t.co/vqMHb54WbS",20,@nytimes
-0.8271,Mon Jun 25 15:45:07 +0000 2018,0.278,0.722,0.0,RT @nytvideo: One chlorine bomb. Two floors of an apartment building. Dozens killed in Syria. Our visual investigation is the most detailed…,21,@nytimes
0.2023,Mon Jun 25 12:30:09 +0000 2018,0.0,0.909,0.091,"The dairy industry now faces substantial tariffs on products it exports as Mexico, Canada and other countries retal… https://t.co/zCgYw2N3cR",22,@nytimes
0.4215,Mon Jun 25 08:43:05 +0000 2018,0.0,0.877,0.123,"Parents of more than 2,300 children who were separated after their arrival in the United States now face lengthy bu… https://t.co/uLotoErlgX",23,@nytimes
0.25,Mon Jun 25 04:00:40 +0000 2018,0.0,0.875,0.125,The current system favors low-risk research and proposals by older scientists and white men https://t.co/146dobJptF,24,@nytimes
0.0,Sun Jun 24 23:31:07 +0000 2018,0.0,1.0,0.0,"Nonfiction: In One City, 2,000 Years of Gay History https://t.co/cHCzb9lEEd",25,@nytimes
0.4215,Sun Jun 24 19:45:05 +0000 2018,0.0,0.877,0.123,"Parents of more than 2,300 children who were separated after their arrival in the United States now face lengthy bu… https://t.co/lG5HBTEssV",26,@nytimes
-0.3612,Sun Jun 24 15:15:10 +0000 2018,0.111,0.889,0.0,Japan takes on Senegal in a Group H match between 2 underdogs who pulled off upsets in their first games of this Wo… https://t.co/MNcWYoZR92,27,@nytimes
0.4215,Sun Jun 24 10:38:32 +0000 2018,0.0,0.763,0.237,"A Space Force? The Idea May Have Merit, Some Say https://t.co/bJMjH70Wfz",28,@nytimes
0.0,Sun Jun 24 05:05:00 +0000 2018,0.0,1.0,0.0,Astronomers have discovered thousands of exoplanets circling other stars within our galaxy. Is life only possible o… https://t.co/v4wzfQLnrg,29,@nytimes
-0.3252,Sun Jun 24 00:27:37 +0000 2018,0.206,0.794,0.0,This summery recipe from Jacques Pépin couldn't be easier https://t.co/ljldp9UFUX,30,@nytimes
-0.7506,Sat Jun 23 20:50:01 +0000 2018,0.382,0.504,0.113,"Domestic abuse victims, their lawyers, shelter workers and emergency responders describe how smart home technology… https://t.co/e3Sxugpklz",31,@nytimes
0.0,Sat Jun 23 16:45:12 +0000 2018,0.0,1.0,0.0,Your weekend playlist has arrived https://t.co/5mAz2w2b0t,32,@nytimes
-0.709,Sat Jun 23 12:21:06 +0000 2018,0.272,0.642,0.087,"“We’re not supposed to be curious about death now. But how can you not be? It’s a great human mystery."" https://t.co/0YUiTcbx9u",33,@nytimes
0.0,Sat Jun 23 06:20:43 +0000 2018,0.0,1.0,0.0,"If you’re a World Cup aficionado, take the time to savor this one. It may be the last version with a format. https://t.co/Sx8dNVaifP",34,@nytimes
0.0,Sat Jun 23 00:47:04 +0000 2018,0.0,1.0,0.0,"When a salon in Maryland posted a promotion for a $100 deal on hair color service, Facebook decided it was a politi… https://t.co/Yj2ApWJhGb",35,@nytimes
0.25,Fri Jun 22 20:00:06 +0000 2018,0.0,0.917,0.083,"If “The Conners” must go on after Roseanne Barr, it has a chance to show middle America — all of it, this time, our… https://t.co/mlLzyUELLs",36,@nytimes
-0.5574,Fri Jun 22 16:00:04 +0000 2018,0.153,0.847,0.0,"Anthony Bourdain didn't have narcotics in his body when he died earlier this month, a prosecutor in charge of the i… https://t.co/tgxhVbGHO5",37,@nytimes
-0.34,Fri Jun 22 11:45:07 +0000 2018,0.154,0.748,0.098,"""I feel like I'm going to die. I feel powerless."" A woman from Guatemala said she had not seen her 8-year-old daugh… https://t.co/jOuoH5iuH6",38,@nytimes
-0.6705,Fri Jun 22 06:39:33 +0000 2018,0.333,0.667,0.0,"Unneeded Drugs Killed Hundreds at U.K. Hospital, Inquiry Finds https://t.co/x0CgBIPjAj",39,@nytimes
0.4215,Fri Jun 22 02:02:05 +0000 2018,0.0,0.872,0.128,"""Daria"" and ""The Real World"" are getting reboots. A look back on MTV's past attempts to update its old favorites. https://t.co/UFnNL8UrJ3",40,@nytimes
0.1779,Thu Jun 21 21:38:30 +0000 2018,0.0,0.898,0.102,"These shots speak a commanding, unwritten narrative of escape and discovery. See more of the photos:… https://t.co/XPSX6ARfQK",41,@nytimes
0.765,Thu Jun 21 19:40:08 +0000 2018,0.0,0.761,0.239,This is the story of Pride in a Mississippi city. It’s also the story of how queer love and life may differ strikin… https://t.co/7CeqD9uqAp,42,@nytimes
-0.1779,Thu Jun 21 17:10:05 +0000 2018,0.134,0.766,0.1,"Amrita Sher-Gil, often called the ""Indian Frida Kahlo,"" understood the loneliness of her subjects well, since their… https://t.co/Q1ImvKdokm",43,@nytimes
-0.6705,Thu Jun 21 14:49:05 +0000 2018,0.191,0.809,0.0,"RT @NYTNational: Police killings of unarmed black Americans have taken a toll on the mental health of the African-American community, a stu…",44,@nytimes
0.4215,Thu Jun 21 11:00:05 +0000 2018,0.0,0.851,0.149,Trump plans to propose a government reorganization that includes relocating many social safety net programs into a… https://t.co/a5AMdQRMzA,45,@nytimes
0.0,Thu Jun 21 06:02:05 +0000 2018,0.0,1.0,0.0,"""You call me Mr. President of the Republic or sir,"" Emmanuel Macron told a ninth-grade boy who called out, ""How's i… https://t.co/iESy0YfrRO",46,@nytimes
0.0,Thu Jun 21 00:17:04 +0000 2018,0.0,1.0,0.0,RT @nytgraphics: Misconceptions about immigration are in stark contrast to the realities around the world https://t.co/kmyV3oi7Yp,47,@nytimes
0.2263,Wed Jun 20 19:46:05 +0000 2018,0.0,0.84,0.16,Instagram will now allow videos up to an hour long https://t.co/NGsHzYe1oj,48,@nytimes
-0.7351,Wed Jun 20 15:33:00 +0000 2018,0.228,0.772,0.0,"RT @itscaitlinhd: My latest on tender age kids: “We’ve seen young kids having panic attacks, they can’t sleep, they’re wetting the bed. The…",49,@nytimes
0.0,Wed Jun 20 11:20:05 +0000 2018,0.0,1.0,0.0,RT @AndrewDasNYT: The infamous Sochi drug-testing lab where Russian officials switched samples during the Olympics is now a gastro pub. @an…,50,@nytimes
-0.34,Wed Jun 20 06:37:10 +0000 2018,0.211,0.789,0.0,U.S. Judge Lambastes F.B.I. Over Dylann Roof’s Gun Purchase https://t.co/qm20RU4Sjq,51,@nytimes
0.5574,Wed Jun 20 02:01:04 +0000 2018,0.0,0.806,0.194,Take a closer look at the World Cup goal that made Russia's Denis Cheryshev a hero (again) https://t.co/pkmK56Ge2W,52,@nytimes
0.0,Tue Jun 19 21:19:04 +0000 2018,0.0,1.0,0.0,Here's a full schedule of World Cup matches https://t.co/iCGS2trg8i,53,@nytimes
-0.8074,Tue Jun 19 18:38:01 +0000 2018,0.304,0.696,0.0,"RT @nytopinion: It’s hard to know who’s worse: the Trump officials glorying in a cruel separation policy, or those who are willingly lying…",54,@nytimes
-0.7717,Tue Jun 19 15:48:04 +0000 2018,0.261,0.739,0.0,"Huawei fears that the world is embarking on a new cold war, this time over technology. As Australia may show, Huawe… https://t.co/LcyV8NMkT6",55,@nytimes
0.1796,Tue Jun 19 12:15:04 +0000 2018,0.096,0.777,0.128,"In the last 18 months, XXXTentacion quickly became one of popular music's most controversial and, in some circles,… https://t.co/ZZBO86eum3",56,@nytimes
0.0772,Tue Jun 19 07:31:04 +0000 2018,0.144,0.664,0.192,"RT @nytimesworld: Kim Jong-un arrives in China as a trade war between Washington and Beijing intensifies, giving him an opportunity to play…",57,@nytimes
-0.8126,Tue Jun 19 02:21:02 +0000 2018,0.261,0.739,0.0,Tim Cook has been pleading with the Trump White House to understand that a trade war is bad for the economy — and b… https://t.co/M7l6HsxGAJ,58,@nytimes
0.0,Mon Jun 18 22:11:03 +0000 2018,0.0,1.0,0.0,RT @FrancesRobles: The New York Times decided as a newsroom not to publish the government handout photos of the border shelters where migra…,59,@nytimes
-0.872,Mon Jun 18 18:30:03 +0000 2018,0.331,0.669,0.0,"RT @peterbakernyt: As he attacks Merkel's migration policies, Trump claims ""crime in Germany is way up."" In fact, crime rates in Germany ar…",60,@nytimes
0.0,Mon Jun 18 15:10:02 +0000 2018,0.0,1.0,0.0,Public schools are closing and being replaced by religious schools. Tens of thousands of public teachers have been… https://t.co/1idgWoxqkm,61,@nytimes
0.0,Mon Jun 18 11:20:04 +0000 2018,0.0,1.0,0.0,"""I'll have my toothbrush, and the book, sketch pad, small bottles of ink and steel pens and pencils. I might leave… https://t.co/MwPkHKepBb",62,@nytimes
0.875,Mon Jun 18 03:48:21 +0000 2018,0.0,0.545,0.455,Who has the best chance to win the World Cup? Here are the odds. https://t.co/c4GAyVoHFT,63,@nytimes
0.0,Sun Jun 17 22:58:09 +0000 2018,0.0,1.0,0.0,"""Every night, I hear loud sounds coming from the apartment above mine in my large Midtown co-op. I hear banging and… https://t.co/Cr3NylNTcC",64,@nytimes
0.0,Sun Jun 17 18:00:08 +0000 2018,0.0,1.0,0.0,The 25-year-old mother from Guatemala was separated from her son when she got to the U.S. border. She was told they… https://t.co/SqbmSG1gCv,65,@nytimes
-0.2732,Sun Jun 17 13:53:46 +0000 2018,0.277,0.516,0.206,"One Dead, 16 Shot at New Jersey Arts Festival https://t.co/hUeGwI2Vzg",66,@nytimes
0.0,Sun Jun 17 08:13:27 +0000 2018,0.0,1.0,0.0,"""Recently, we learned that he has been spending time talking to the interns and asked one of them on a date"" https://t.co/B2RJasKfL3",67,@nytimes
-0.5719,Sun Jun 17 02:28:09 +0000 2018,0.209,0.791,0.0,About 200 prescription drugs can cause depression. Some are also sold over-the-counter in pharmacies. https://t.co/qfLbkVVLee,68,@nytimes
0.296,Sat Jun 16 21:40:05 +0000 2018,0.103,0.744,0.153,"“We don’t make mistakes. We have happy accidents.” Meditate with the soulful witticisms of Bob Ross, and read more… https://t.co/txx9R7IsyK",69,@nytimes
0.0,Sat Jun 16 16:35:05 +0000 2018,0.0,1.0,0.0,Peru is in the World Cup for the first time since 1982. Follow live updates as the team squares off against Denmark. https://t.co/mffJ9j9Hfg,70,@nytimes
0.0,Sat Jun 16 11:41:05 +0000 2018,0.0,1.0,0.0,Here's a full schedule of the 2018 World Cup https://t.co/zr76GVMOZG,71,@nytimes
-0.1513,Sat Jun 16 07:12:39 +0000 2018,0.172,0.689,0.138,"RT @nytimesbooks: Twitter and Facebook have made us cruder, less empathetic, more tribal https://t.co/cOYLTJKAAO",72,@nytimes
-0.34,Sat Jun 16 02:32:03 +0000 2018,0.167,0.833,0.0,Jeff Sessions’s use of Bible passage to defend immigration policy draws fire https://t.co/InZkFfss5y,73,@nytimes
-0.5574,Fri Jun 15 21:46:04 +0000 2018,0.146,0.854,0.0,"Dorothy Cotton, a campaigner for voting rights in the Deep South and an aide to Dr. Martin Luther King Jr., has died https://t.co/xmuZBXA9VQ",74,@nytimes
0.2023,Fri Jun 15 19:01:03 +0000 2018,0.0,0.913,0.087,"Over 30 days and 300 miles, in temperatures reaching 100 degrees, dozens of ordinary Afghans have walked across som… https://t.co/ID5ymcL2aV",75,@nytimes
0.0,Fri Jun 15 16:16:07 +0000 2018,0.0,1.0,0.0,"The NYT review of ""Incredibles 2"" https://t.co/dzOynBPCBX https://t.co/UdSlxPT9Gz",76,@nytimes
0.0,Fri Jun 15 13:00:13 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/fsfJ0ydMDS https://t.co/JfEryba3ll,77,@nytimes
-0.5423,Fri Jun 15 09:31:01 +0000 2018,0.179,0.821,0.0,Italian prosecutors have dropped a sexual harassment case against the former leader of the Italian soccer federatio… https://t.co/5BkV2P8LAA,78,@nytimes
-0.6705,Fri Jun 15 04:02:04 +0000 2018,0.391,0.609,0.0,A star is killed in a galaxy far away https://t.co/prPxRWRh8V,79,@nytimes
-0.6486,Thu Jun 14 23:47:04 +0000 2018,0.238,0.762,0.0,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",80,@nytimes
0.4404,Thu Jun 14 19:05:04 +0000 2018,0.0,0.854,0.146,"36 Hours in Seville: Take a tapas tour, learn the basics of flamenco, or relax in thermal baths https://t.co/UGkNJ4D6jG",81,@nytimes
-0.4404,Thu Jun 14 15:55:03 +0000 2018,0.121,0.879,0.0,"RT @nytvideo: There are roughly 2,000 American troops in Syria. Recently, a statement went out for direct attacks against them. Who sent it…",82,@nytimes
-0.7849,Thu Jun 14 12:15:06 +0000 2018,0.289,0.711,0.0,"""It's never a good look when Pakistan, where people are killed for blasphemy, is speaking approvingly of your laws,… https://t.co/8wFqvVTIZQ",83,@nytimes
0.0,Thu Jun 14 07:02:04 +0000 2018,0.0,1.0,0.0,Scientists are studying the sounds of this remote population of narwhals in east Greenland to understand how meltin… https://t.co/WU31N4iuke,84,@nytimes
0.25,Thu Jun 14 01:47:01 +0000 2018,0.0,0.909,0.091,RT @nytpolitics: California residents will get the chance to vote on whether to divide the world’s fifth-largest economy into three separat…,85,@nytimes
0.5267,Wed Jun 13 21:03:05 +0000 2018,0.085,0.704,0.211,"In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable except… https://t.co/VgSel1TRxs",86,@nytimes
-0.4144,Wed Jun 13 17:53:05 +0000 2018,0.165,0.835,0.0,Whether either of the two immigration bills can pass is very much in doubt https://t.co/iPKHwMzuDj,87,@nytimes
-0.3182,Wed Jun 13 14:43:06 +0000 2018,0.151,0.753,0.096,The painter Bob Ross died in 1995. But his soothing voice is putting people to sleep in an app. https://t.co/8J3dSH4VWM,88,@nytimes
0.4215,Wed Jun 13 11:03:00 +0000 2018,0.0,0.896,0.104,"Of the 80 World Cup matches, 10 will be held in Canada, 10 in Mexico and 60 in the United States — including the fi… https://t.co/ygg4wn4PLI",89,@nytimes
-0.4588,Wed Jun 13 06:22:19 +0000 2018,0.231,0.769,0.0,"Facing Defeat on Brexit, May Gives Ground to U.K.’s Parliament https://t.co/roZj0femCb",90,@nytimes
0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,President Trump blasts Robert De Niro on his way home from Singapore https://t.co/lH3MyCwd3A,91,@nytimes
-0.5106,Tue Jun 12 22:01:55 +0000 2018,0.22,0.705,0.075,"A tax that upset Amazon has been repealed by Seattle officials, offering a warning to cities bidding for the retail… https://t.co/ZLrfdqNFPN",92,@nytimes
0.0,Tue Jun 12 17:01:05 +0000 2018,0.0,1.0,0.0,10 simple takeaways from Trump’s summit meeting with Kim Jong-un https://t.co/vEh4ClPj5q,93,@nytimes
-0.5574,Tue Jun 12 12:50:00 +0000 2018,0.167,0.833,0.0,"Sepp Blatter, the former FIFA president who is serving a six-year ban from all soccer-related activities, has an op… https://t.co/2O49G99Xc5",94,@nytimes
0.6369,Tue Jun 12 08:30:09 +0000 2018,0.0,0.826,0.174,"Dennis Rodman ""is our best resource at this point right now for understanding the minds of the two men, especially… https://t.co/FvH4DyAFdh",95,@nytimes
-0.4588,Tue Jun 12 03:17:04 +0000 2018,0.12,0.88,0.0,"“I go to sleep at night beating myself up about it, thinking, ‘Why did I not at least Google the possible side effe… https://t.co/8lr367GWNo",96,@nytimes
0.0,Mon Jun 11 23:32:00 +0000 2018,0.0,1.0,0.0,Live Updates: All eyes are on Singapore ahead of the Trump-Kim summit meeting. Here’s what has happened so far: https://t.co/AMMfxYkCto,97,@nytimes
0.2732,Mon Jun 11 19:45:08 +0000 2018,0.086,0.784,0.129,RT @nytvideo: Scientists are perfecting ways to edit human genes. Where should they stop? @ClydeHaberman takes a look in a new episode of @…,98,@nytimes
0.0,Mon Jun 11 16:10:05 +0000 2018,0.0,1.0,0.0,Seafood and cheese do mix. Here's Exhibit A. https://t.co/K2MbjLH031,99,@nytimes
0.4588,Mon Jun 11 12:14:01 +0000 2018,0.0,0.667,0.333,Photos: The Tony Awards red carpet https://t.co/e31iyYs5fi,100,@nytimes
